segment_id,char_range,frame_range,speaker_id,meta
66ecbdbe-88bf-486f-8845-3c7280a5ae48,"[92198,92300)","[158343,158481)",T2_GP2,"{""sent_id"": ""a844"", ""start"": ""6333.73"", ""end"": ""6339.27"", ""text"": ""u n\u00c3\u00a4r heimer mir hei w\u00c3\u00bck di ganze einehaub stung eigentlech h\u00c3\u00a4tte mir no s\u00c3\u00b6ue ufgabe mache und ehm""}"
aebfa1c7-4c96-4e40-9858-65990b58d12a,"[92301,92421)","[158481,158621)",T2_GP2,"{""sent_id"": ""a845"", ""start"": ""6339.27"", ""end"": ""6344.87"", ""text"": ""e text schribe aber mir eifach einehaub stung eifach diskutiert (.) aui z\u00c3\u00a4me und si nach einehaub stung zum schluss cho""}"
af8fa8a9-a772-47bf-a42a-0210aac2ee6b,"[92422,92462)","[158632,158693)",T2_GP2,"{""sent_id"": ""a846"", ""start"": ""6345.280000000001"", ""end"": ""6347.74"", ""text"": ""dass JA ohni m\u00c3\u00b6nsche w\u00c3\u00a4r d erde besser""}"
5d3c5113-859d-4553-bd8d-ced88bbfe08f,"[92463,92502)","[158708,158753)",T2_GP2,"{""sent_id"": ""a847"", ""start"": ""6348.35"", ""end"": ""6350.12"", ""text"": ""u wie me d\u00c3\u00a8s cha erreiche isch dass me""}"
c6954d59-d342-4884-9956-9ac32c02c411,"[92503,92574)","[158765,158836)",T2_GP2,"{""sent_id"": ""a848"", ""start"": ""6350.610000000001"", ""end"": ""6353.45"", ""text"": ""aso genau (.) aso d uswau isch gsi entweder me stirbt und aui \u00c3\u00bcberlebe""}"
14818fe8-2ef1-4b02-869d-a4849c900257,"[92575,92616)","[158850,158897)",T2_GP2,"{""sent_id"": ""a849"", ""start"": ""6354.02"", ""end"": ""6355.9"", ""text"": ""oder aui st\u00c3\u00a4rbe und me s\u00c3\u00a4uber \u00c3\u00bcberlebt""}"
c6f6f9da-011c-4388-a894-86fcd36986af,"[92617,92687)","[158915,159007)",T2_GP2,"{""sent_id"": ""a850"", ""start"": ""6356.62"", ""end"": ""6360.3"", ""text"": ""ds isch gsi so haut setzt me sich seuber \u00c3\u00bcber gsamtheit und umgekehrt""}"
792a9166-fabd-49d8-9bcd-13a8fcf758f6,"[92688,92849)","[159015,159215)",T2_GP2,"{""sent_id"": ""a851"", ""start"": ""6360.610000000001"", ""end"": ""6368.610000000001"", ""text"": ""ner si mer zum schluss cho ds beste isch (.) es s\u00c3\u00b6tt ke m\u00c3\u00b6nsche g\u00c3\u00a4 auso lat me aui la st\u00c3\u00a4rbe ussert sich seuber und bringt nech bringt sech n\u00c3\u00a4r no seuber um""}"
147ba687-aced-40f3-9a15-5065da90eee0,"[92850,92876)","[159215,159243)",T2_GP2,"{""sent_id"": ""a852"", ""start"": ""6368.610000000001"", ""end"": ""6369.74"", ""text"": ""dass es ke m\u00c3\u00b6nsche me git""}"
bc584ae5-007a-4e20-89b2-61b6170eedc3,"[92877,92905)","[159251,159298)",T2_GP2,"{""sent_id"": ""a853"", ""start"": ""6370.0599999999995"", ""end"": ""6371.93"", ""text"": ""n\u00c3\u00a4r hei mir d w\u00c3\u00a4ut grettet""}"
121a86c1-9308-495b-a408-e528dd057010,"[92906,92987)","[159428,159513)",T2_GP2,"{""sent_id"": ""a854"", ""start"": ""6377.12"", ""end"": ""6380.55"", ""text"": ""aber \u00c3\u00a4be der hingergedanke isch gsi dass wes ke m\u00c3\u00b6nsche git isch d erde grettet""}"
6d22af42-d8a5-478d-8787-79ffd3813c79,"[92988,93051)","[159522,159631)",T2_GP2,"{""sent_id"": ""a855"", ""start"": ""6380.91"", ""end"": ""6385.26"", ""text"": ""u weme demfau aui m\u00c3\u00b6nsche umbringt u sech n\u00c3\u00a4r seuber umbringt""}"
69e15852-3b70-437d-9ac3-9852493ab090,"[93052,93077)","[159734,159771)",T2_GP2,"{""sent_id"": ""a856"", ""start"": ""6389.38"", ""end"": ""6390.860000000001"", ""text"": ""z lang d\u00c3\u00a8s duuret z lang""}"
f6a3400c-8afb-45f4-a43d-5c67cbe60b10,"[93078,93198)","[159782,159921)",T2_GP2,"{""sent_id"": ""a857"", ""start"": ""6391.3"", ""end"": ""6396.87"", ""text"": ""wenn itz wenn itz aui ch\u00c3\u00b6nnte st\u00c3\u00a4rbe auso wenn me seuber umbringt d\u00c3\u00a8s isch der schneust w\u00c3\u00a4g zure m\u00c3\u00b6nschefreie w\u00c3\u00a4ut""}"
187559ea-9124-4f5d-9eda-00fe3e0cab04,"[93199,93244)","[159956,160013)",T2_GP2,"{""sent_id"": ""a858"", ""start"": ""6398.26"", ""end"": ""6400.52"", ""text"": ""ja \u00c3\u00a4be (.) de isch isches n\u00c3\u00bcm \u00c3\u00bcses problem""}"
2cac7ea4-c659-4aef-b5ad-145a6786bf93,"[93245,93266)","[160087,160133)",T2_GP2,"{""sent_id"": ""a859"", ""start"": ""6403.5"", ""end"": ""6405.32"", ""text"": ""aber es duuret z lang""}"
6836fe74-1e2d-462e-8e65-8b25e9086d15,"[93267,93383)","[160285,160413)",T2_GP2,"{""sent_id"": ""a860"", ""start"": ""6411.4"", ""end"": ""6416.54"", ""text"": ""guet angerersits wenn der klimawandu w\u00c3\u00bcrk so: krass eskaliert das mir eh aui st\u00c3\u00a4rbe machts eh ke ungerschid me aso""}"
0c4c79fd-ff3f-4167-a7e8-abf1d3d34059,"[93384,93401)","[160417,160442)",T2_GP2,"{""sent_id"": ""a861"", ""start"": ""6416.71"", ""end"": ""6417.6900000000005"", ""text"": ""d\u00c3\u00a4m entsprechend""}"
64b3220b-08fe-40e2-9843-3c102db3648d,"[93402,93445)","[160450,160498)",T2_GP2,"{""sent_id"": ""a862"", ""start"": ""6418.030000000001"", ""end"": ""6419.93"", ""text"": ""d erde wird sech oh ohni \u00c3\u00bcs ch\u00c3\u00b6nne erhole""}"
de2af4c0-62ea-4c87-8042-b8403a222a7e,"[93446,93466)","[160502,160539)",T2_GP2,"{""sent_id"": ""a863"", ""start"": ""6420.08"", ""end"": ""6421.59"", ""text"": ""irgendwenn irgendmau""}"
1ac12d7b-b1ee-41b1-afe1-61c9edc56b47,"[93467,93501)","[160549,160601)",T2_GP2,"{""sent_id"": ""a864"", ""start"": ""6421.98"", ""end"": ""6424.05"", ""text"": ""usserdem hei mir usegfunge das sta""}"
f4a5c9aa-e4fd-44cb-9a7b-922e424b7031,"[93502,93572)","[160614,160730)",T2_GP2,"{""sent_id"": ""a865"", ""start"": ""6424.59"", ""end"": ""6429.23"", ""text"": ""rein statistisch gseh isch d erde eigentlech zimlech \u00c3\u00bcberf\u00c3\u00a4uig vomne""}"
113f4f92-3574-428d-9d93-0e429a274cbb,"[93573,93609)","[160736,160778)",T2_GP2,"{""sent_id"": ""a866"", ""start"": ""6429.469999999999"", ""end"": ""6431.139999999999"", ""text"": ""zerst\u00c3\u00b6rende asteroid troffe z werde""}"
06fa8986-80e3-48e9-b42b-165d5858d7f7,"[93610,93710)","[160799,160927)",T2_GP2,"{""sent_id"": ""a867"", ""start"": ""6431.99"", ""end"": ""6437.1"", ""text"": ""aso es isch sehr sehr sehr sehr sehr unwahrschinlech dass e planet so lang wie d erde \u00c3\u00bcberlebt ohni""}"
10af567f-66f0-442b-923d-98eda572c087,"[93711,93734)","[160932,160979)",T2_GP2,"{""sent_id"": ""a868"", ""start"": ""6437.3"", ""end"": ""6439.18"", ""text"": ""e grosse z\u00c3\u00a4meprau z ha""}"
c945b81f-8047-4990-a9cf-39352ba55e32,"[93735,93773)","[161017,161043)",T2_GP2,"{""sent_id"": ""a869"", ""start"": ""6440.71"", ""end"": ""6441.74"", ""text"": ""(UNVERST\u00c3\u201eNDLICH) dinosaurier oder nid""}"
d172b4d6-5381-4dd1-92e9-959dea1ee57b,"[93774,93791)","[161052,161092)",T2_GP2,"{""sent_id"": ""a870"", ""start"": ""6442.110000000001"", ""end"": ""6443.71"", ""text"": ""ja' aber sit denn""}"
06ace1d8-ae86-4750-847a-069bb511794f,"[93792,93894)","[161129,161243)",T2_GP2,"{""sent_id"": ""a871"", ""start"": ""6445.18"", ""end"": ""6449.75"", ""text"": ""aso rein statistisch gseh lebe mir eigentlech sit em usst\u00c3\u00a4rbe vode dinosaurier wenn es w\u00c3\u00bcrk itz d\u00c3\u00bcr""}"
3c91107e-9d6a-4b1a-aa73-0557e1895747,"[93895,93967)","[161254,161333)",T2_GP2,"{""sent_id"": ""a872"", ""start"": ""6450.1900000000005"", ""end"": ""6453.34"", ""text"": ""astroide isch entstande h\u00c3\u00a4tte mir mindestens viermau s\u00c3\u00b6ue troffe werde""}"
e0168bc9-2ced-470b-a034-f1f2964623d4,"[93968,93979)","[161372,161403)",T2_GP2,"{""sent_id"": ""a873"", ""start"": ""6454.889999999999"", ""end"": ""6456.15"", ""text"": ""kes einzigs""}"
a9d9258d-a62f-4a27-80c3-abfb78f5e28c,"[93980,93993)","[161413,161435)",T2_GP2,"{""sent_id"": ""a874"", ""start"": ""6456.52"", ""end"": ""6457.41"", ""text"": ""mir hocke hie""}"
9d5ca0da-2679-4d9d-9f3a-cdd05602b6e3,"[93994,94030)","[161436,161474)",T2_GP2,"{""sent_id"": ""a875"", ""start"": ""6457.469999999999"", ""end"": ""6458.969999999999"", ""text"": ""aso gani dervo us dass \u00c3\u00a4u\u00c3\u00a4 nid cha""}"
d389cade-2170-49c5-af91-2996aa703346,"[94031,94057)","[161500,161538)",T2_GP2,"{""sent_id"": ""a876"", ""start"": ""6460.0"", ""end"": ""6461.54"", ""text"": ""verheerendi astroide meini""}"
e5ee4392-17fc-44a7-83a1-12786bb617a5,"[94058,94118)","[161538,161631)",T2_GP2,"{""sent_id"": ""a877"", ""start"": ""6461.54"", ""end"": ""6465.24"", ""text"": ""wo w\u00c3\u00bcrk (.) wo w\u00c3\u00bcrk der ganz planet erhitze und eigentlech""}"
e0537c63-626c-408e-86ce-d7d33b3a1aad,"[94119,94145)","[161646,161692)",T2_GP2,"{""sent_id"": ""a878"", ""start"": ""6465.87"", ""end"": ""6467.68"", ""text"": ""aues zerst\u00c3\u00b6re was no isch""}"
b0626266-b1cd-4df8-90cb-e77e713f45c4,"[94146,94149)","[161697,161715)",T2_GP2,"{""sent_id"": ""a879"", ""start"": ""6467.9"", ""end"": ""6468.62"", ""text"": ""aso""}"
f374a27a-d713-4009-8d7e-a72fc89a4432,"[94150,94176)","[161745,161786)",T2_GP2,"{""sent_id"": ""a880"", ""start"": ""6469.8"", ""end"": ""6471.46"", ""text"": ""jedi sekunde chas passiere""}"
2bf5dffa-9d4f-481b-8cbd-a8cc7184ff27,"[94177,94184)","[161870,161899)",T2_GP2,"{""sent_id"": ""a881"", ""start"": ""6474.83"", ""end"": ""6475.969999999999"", ""text"": ""(LACHT)""}"
f8449d72-58a2-419c-bde9-657bd2005add,"[94185,94289)","[162171,162340)",T2_GP2,"{""sent_id"": ""a882"", ""start"": ""6486.860000000001"", ""end"": ""6493.610000000001"", ""text"": ""mou eigentlech scho d chance isch sehr sehr chli aber je l\u00c3\u00a4nger (.) je l\u00c3\u00a4nger di chlini chance besteit""}"
debe92c9-fa4c-487b-b537-6720feedcc01,"[94290,94354)","[162340,162402)",T2_GP2,"{""sent_id"": ""a883"", ""start"": ""6493.610000000001"", ""end"": ""6496.08"", ""text"": ""desto gr\u00c3\u00b6sser d wahrschinlechkeit dass di chlini chance itrifft""}"
47e7fb73-09f2-4b0a-9edf-dc7dc568f076,"[94355,94391)","[162552,162633)",T2_GP2,"{""sent_id"": ""a884"", ""start"": ""6502.1"", ""end"": ""6505.32"", ""text"": ""n\u00c3\u00a4r tuets \u00c3\u00bcs d regierig verschwige""}"
a08e3ba9-14a5-4c5a-a77e-6730d46698ec,"[94392,94466)","[162749,162846)",T2_GP2,"{""sent_id"": ""a885"", ""start"": ""6509.98"", ""end"": ""6513.860000000001"", ""text"": ""astronomie isch d w\u00c3\u00bcsseschaft und astrologie isch d\u00c3\u00a8s mit de sternzeiche""}"
9666b01d-235c-445d-ac7c-963e23c61ee6,"[94467,94509)","[162851,162910)",T2_GP2,"{""sent_id"": ""a886"", ""start"": ""6514.07"", ""end"": ""6516.4"", ""text"": ""isch zwar offiziell ou e w\u00c3\u00bcsseschaft aber""}"
bc313ab5-607f-4895-80b9-2507065daf29,"[94510,94513)","[162922,162936)",T2_GP2,"{""sent_id"": ""a887"", ""start"": ""6516.91"", ""end"": ""6517.46"", ""text"": ""nid""}"
e10bf7fd-8c11-4570-9690-9e9007c1259a,"[94514,94549)","[162937,162968)",T2_GP2,"{""sent_id"": ""a888"", ""start"": ""6517.48"", ""end"": ""6518.73"", ""text"": ""a: guet ja de ischs ke w\u00c3\u00bcsseschaft""}"
2b7fc249-e64b-4429-9590-8beefb7f112e,"[94550,94571)","[163000,163050)",T2_GP2,"{""sent_id"": ""a889"", ""start"": ""6520.01"", ""end"": ""6522.0"", ""text"": ""d\u00c3\u00a8s weiss i doch nid""}"
e6d94af7-71e1-48e6-8fae-267444396ec0,"[94572,94633)","[163071,163142)",T2_GP2,"{""sent_id"": ""a890"", ""start"": ""6522.85"", ""end"": ""6525.6900000000005"", ""text"": ""m\u00c3\u00b6nsche t\u00c3\u00bce sech aus viu bezeichne was sie nid si h\u00c3\u00bctzutag""}"
14e31982-430d-44a7-8d02-65bb607e46ad,"[94634,94675)","[163261,163314)",T2_GP2,"{""sent_id"": ""a891"", ""start"": ""6530.45"", ""end"": ""6532.58"", ""text"": ""jehovas witnesses si o ke sekte s\u00c3\u00a4ge sie""}"
67b9aba4-48ee-4e75-8066-d4a690a5baf0,"[94676,94678)","[163425,163442)",T2_GP2,"{""sent_id"": ""a892"", ""start"": ""6537.01"", ""end"": ""6537.6900000000005"", ""text"": ""ja""}"
d0c11869-6349-4520-9369-d2ca9215aaed,"[94679,94686)","[163700,163719)",T2_GP2,"{""sent_id"": ""a893"", ""start"": ""6548.01"", ""end"": ""6548.780000000001"", ""text"": ""jupiter""}"
d53d44d5-c650-46fe-ae29-2a7c75faf4f5,"[94687,94695)","[163803,163865)",T2_GP2,"{""sent_id"": ""a894"", ""start"": ""6552.15"", ""end"": ""6554.6"", ""text"": ""eh:: ja:""}"
fa52e603-a424-44b5-a86a-7118691e340a,"[94696,94712)","[163917,163942)",T2_GP2,"{""sent_id"": ""a895"", ""start"": ""6556.7"", ""end"": ""6557.68"", ""text"": ""n\u00c3\u00b6cher ar sunne""}"
35cb3a82-c8da-4cbf-9319-56f693969b4c,"[94713,94755)","[164275,164325)",T2_GP2,"{""sent_id"": ""a896"", ""start"": ""6571.02"", ""end"": ""6573.02"", ""text"": ""ja d\u00c3\u00a8s isch d\u00c3\u00a8s isch nat\u00c3\u00bcrlech m\u00c3\u00b6glech""}"
ba620d24-c1d0-4072-91e9-c10c4b8d9b79,"[94756,94814)","[164341,164440)",T2_GP2,"{""sent_id"": ""a897"", ""start"": ""6573.66"", ""end"": ""6577.63"", ""text"": ""aber er hei wahrschinlech gmeint abstand zur erdumloufbahn""}"
1f3592a1-beee-4261-a0ec-e2dcd4d35da1,"[94815,94818)","[164783,164798)",T2_GP2,"{""sent_id"": ""a898"", ""start"": ""6591.35"", ""end"": ""6591.9400000000005"", ""text"": ""nei""}"
5cff4970-3d90-4a0a-9281-da318a946fbf,"[94819,94870)","[164888,164954)",T2_GP2,"{""sent_id"": ""a899"", ""start"": ""6595.54"", ""end"": ""6598.17"", ""text"": ""mou \u00c3\u00bcber sehr l\u00c3\u00a4ngi zit aber sie ver\u00c3\u00a4nderet sech""}"
0c81aa62-e8c8-4767-afca-416af28f8cff,"[94871,94938)","[164979,165067)",T2_GP2,"{""sent_id"": ""a900"", ""start"": ""6599.16"", ""end"": ""6602.71"", ""text"": ""d erde r\u00c3\u00bctscht o jedes jahr e gw\u00c3\u00bcsse prozentsatz n\u00c3\u00b6cher ad sunne""}"
e0f4a778-f7d5-4ee7-91e4-ef62b0c5331a,"[94939,95060)","[165099,165229)",T2_GP2,"{""sent_id"": ""a901"", ""start"": ""6603.969999999999"", ""end"": ""6609.18"", ""text"": ""was n\u00c3\u00a4r antiklimawandukritiker wo s\u00c3\u00a4ge \u00c3\u00bc d\u00c3\u00a8s isch der grund dass d erde w\u00c3\u00a4rmer wird w\u00c3\u00bcu mir n\u00c3\u00b6cher ad sunne ch\u00c3\u00b6me""}"
33a18cbe-9422-4674-b498-46537d75e7d8,"[95061,95148)","[165244,165309)",T2_GP2,"{""sent_id"": ""a902"", ""start"": ""6609.76"", ""end"": ""6612.389999999999"", ""text"": ""aber wenn d\u00c3\u00a8s der fau w\u00c3\u00a4r de w\u00c3\u00a4rs vor wahrschinlech f\u00c3\u00bcfzg jahr w\u00c3\u00a4rs easy chaut gsi""}"
98fbceb1-0ed4-4dec-8b0e-1f9f9b0ed6ea,"[95149,95226)","[165309,165392)",T2_GP2,"{""sent_id"": ""a903"", ""start"": ""6612.389999999999"", ""end"": ""6615.68"", ""text"": ""dassme nid cha lebe und de w\u00c3\u00a4rs I f\u00c3\u00bcfzg jahr so heiss dass me n\u00c3\u00bcm cha lebe""}"
4aaaa0b8-ecd3-42bf-8491-982eb3a42c8c,"[95227,95293)","[165795,165867)",T2_GP2,"{""sent_id"": ""a904"", ""start"": ""6631.82"", ""end"": ""6634.6900000000005"", ""text"": ""me chas o wie elon musk mache u probiere der mars z kolonialisiere""}"
0cf6688a-0877-4542-ab1d-b822835a14ab,"[95294,95313)","[165884,165916)",T2_GP2,"{""sent_id"": ""a905"", ""start"": ""6635.360000000001"", ""end"": ""6636.639999999999"", ""text"": ""d\u00c3\u00a8s funktioniert o""}"
27f05e62-56b8-4ee5-86b9-9d48d6108b59,"[95314,95343)","[165932,165996)",T2_GP2,"{""sent_id"": ""a906"", ""start"": ""6637.29"", ""end"": ""6639.84"", ""text"": ""oder cybertrucks boue (LACHT)""}"
71d885f2-6cab-4619-87e7-ead151506354,"[95344,95454)","[166190,166321)",T2_GP2,"{""sent_id"": ""a907"", ""start"": ""6647.63"", ""end"": ""6652.87"", ""text"": ""aso es w\u00c3\u00bcrd sicher scho mau h\u00c3\u00a4ufe wenn staate w\u00c3\u00bcrde ufh\u00c3\u00b6re ehm (.) chohleenergie finanziell z unterst\u00c3\u00bctze""}"
ad7c3753-4a52-421a-9ef1-50c050c0e298,"[95455,95506)","[166333,166385)",T2_GP2,"{""sent_id"": ""a908"", ""start"": ""6653.35"", ""end"": ""6655.42"", ""text"": ""das w\u00c3\u00a4r sicher scho mau e grosse schritt vorw\u00c3\u00a4rts""}"
aa408e7d-9359-4412-9f5e-e0c477e65523,"[95507,95542)","[166749,166877)",T2_GP2,"{""sent_id"": ""a909"", ""start"": ""6669.99"", ""end"": ""6675.110000000001"", ""text"": ""d\u00c3\u00a8s nid (-) ungere teppich schiebe""}"
7cddedb4-e9d5-45bf-86e8-383b53fa6047,"[95543,95596)","[166987,167030)",T2_GP2,"{""sent_id"": ""a910"", ""start"": ""6679.5"", ""end"": ""6681.21"", ""text"": ""der erst schritt isch d m\u00c3\u00b6nschheit usl\u00c3\u00b6sche (LACHT)""}"
81877c16-a8c4-4f14-94d0-ca18975b51b4,"[95597,95603)","[167523,167537)",T2_GP2,"{""sent_id"": ""a911"", ""start"": ""6700.93"", ""end"": ""6701.5"", ""text"": ""gr\u00c3\u00bcen""}"
e7a75939-4d1d-48cf-8a11-f2cc1f0c5b94,"[95604,95642)","[167542,167606)",T2_GP2,"{""sent_id"": ""a912"", ""start"": ""6701.7"", ""end"": ""6704.25"", ""text"": ""es isch so la so langs nid kaputt geit""}"
e512f4d0-ceb6-4892-9dda-8524d9c45d51,"[95643,95670)","[167606,167659)",T2_GP2,"{""sent_id"": ""a913"", ""start"": ""6704.25"", ""end"": ""6706.360000000001"", ""text"": ""ja das nat\u00c3\u00bcrlech scho aber""}"
81be09bb-30b7-4e5d-9b83-51f945b5970f,"[95671,95771)","[167660,167768)",T2_GP2,"{""sent_id"": ""a914"", ""start"": ""6706.41"", ""end"": ""6710.73"", ""text"": ""mittlerwile mit de mit neue neue technologie chame o der abfau vo de aute chraftwerk wiederverw\u00c3\u00a4nde""}"
17f04344-3553-4040-a7dc-6d60189c10a0,"[95772,95789)","[168475,168497)",T2_GP2,"{""sent_id"": ""a915"", ""start"": ""6739.0"", ""end"": ""6739.889999999999"", ""text"": ""(UNVERST\u00c3\u201eNDLICH)""}"
70ed88c2-2384-4c20-b548-9f7d8996c911,"[95790,95878)","[168589,168718)",T2_GP2,"{""sent_id"": ""a916"", ""start"": ""6743.5599999999995"", ""end"": ""6748.75"", ""text"": ""i finges ou interessant ehm (.) in s\u00c3\u00bcdamerika irgend are universit\u00c3\u00a4t i weiss n\u00c3\u00bcmme wo""}"
8d419d95-8a72-4187-b09b-ac9714cbcc44,"[95879,95957)","[168726,168920)",T2_GP2,"{""sent_id"": ""a917"", ""start"": ""6749.05"", ""end"": ""6756.8"", ""text"": ""ehm het e studentin e plas het es plastikvarant entwicklet us ehm kaktusfasere""}"
af4a15c6-47ad-4cb1-ada0-71e0ad9d704c,"[95958,96054)","[168951,169093)",T2_GP2,"{""sent_id"": ""a918"", ""start"": ""6758.07"", ""end"": ""6763.73"", ""text"": ""wo genau so (.) ehm stabiu isch wie regul\u00c3\u00a4res plastik us was o immer das h\u00c3\u00bctzutags gmacht wird""}"
4b27facd-0f04-47d4-8cc2-1c3cf6027e87,"[96055,96090)","[169119,169195)",T2_GP2,"{""sent_id"": ""a919"", ""start"": ""6764.77"", ""end"": ""6767.83"", ""text"": ""aber in sechs wuche zersetzbar isch""}"
57e17671-67dd-45a0-ad93-8078fd797a76,"[96091,96099)","[169200,169221)",T2_GP2,"{""sent_id"": ""a920"", ""start"": ""6768.02"", ""end"": ""6768.84"", ""text"": ""vo natur""}"
b5d05e29-f496-411e-9001-b9a49068ed44,"[96100,96111)","[169246,169262)",T2_GP2,"{""sent_id"": ""a921"", ""start"": ""6769.860000000001"", ""end"": ""6770.51"", ""text"": ""sechs wuche""}"
1a799a03-0c64-4694-8f61-5d52d9f98a3e,"[96112,96114)","[169450,169462)",T2_GP2,"{""sent_id"": ""a922"", ""start"": ""6778.030000000001"", ""end"": ""6778.5"", ""text"": ""ja""}"
280e1d0e-cc47-4ff1-8dc9-9634367fa8a8,"[96115,96317)","[169638,169871)",T2_GP2,"{""sent_id"": ""a923"", ""start"": ""6785.530000000001"", ""end"": ""6794.84"", ""text"": ""(UNVERST\u00c3\u201eNDLECH) plastik isch n\u00c3\u00a4r scho wieder meh umw\u00c3\u00a4utverschmutzig (.) usserd\u00c3\u00a4m fingi di bl\u00c3\u00b6di da die ganzi initiative (UNVERST\u00c3\u201eNDLICH) weg de weg de plastikr\u00c3\u00b6hrli eigentlech komplett f\u00c3\u00bcr n\u00c3\u00bct""}"
f4ee0b6a-04bd-4fd4-8db5-77a3d5b8dc1f,"[96318,96391)","[169877,169981)",T2_GP2,"{""sent_id"": ""a924"", ""start"": ""6795.08"", ""end"": ""6799.27"", ""text"": ""w\u00c3\u00bcu plastikr\u00c3\u00b6hrli mache ehm nid emau e bruchteil am plastik im ozean us""}"
21c888ba-3be5-4ea9-8aaf-f20b86db383c,"[96392,96437)","[169981,170025)",T2_GP2,"{""sent_id"": ""a925"", ""start"": ""6799.27"", ""end"": ""6801.0"", ""text"": ""der gr\u00c3\u00b6sst teil a dem plastik si fischernetz""}"
1fe2ba5c-3b14-4371-a5a1-8da5c691c685,"[96438,96488)","[170056,170117)",T2_GP2,"{""sent_id"": ""a926"", ""start"": ""6802.24"", ""end"": ""6804.71"", ""text"": ""wie wieso t\u00c3\u00bce mir nid eifach fischer ab abschaffe""}"
6161f6ab-3d9d-4498-9f7c-db2571c92de1,"[96489,96527)","[170134,170172)",T2_GP2,"{""sent_id"": ""a927"", ""start"": ""6805.37"", ""end"": ""6806.88"", ""text"": ""de hei mir ke fischernetz meh im ozean""}"
383a2b13-4988-4b22-9fca-da611c13a34a,"[96528,96592)","[170500,170555)",T2_GP2,"{""sent_id"": ""a928"", ""start"": ""6820.0"", ""end"": ""6822.2"", ""text"": ""guet im migros muesch itz gloub pro plastiksack f\u00c3\u00bcf rappe zahle""}"
b84ac0bf-82de-492b-9dd9-efa132a94564,"[96593,96596)","[170740,170754)",T2_GP2,"{""sent_id"": ""a929"", ""start"": ""6829.6"", ""end"": ""6830.1900000000005"", ""text"": ""nja""}"
750be8a1-6f37-488a-a963-fb17cb968795,"[96597,96714)","[171011,171158)",T2_GP2,"{""sent_id"": ""a930"", ""start"": ""6840.469999999999"", ""end"": ""6846.33"", ""text"": ""aber plastik brucht me nid lang (.) wieso probiert me nid \u00c3\u00a4be nid so \u00c3\u00a4be so die kaktusvariante irgendwie z f\u00c3\u00b6rdere""}"
04629b63-87ec-45b4-aa53-98096ff66290,"[96715,96782)","[171166,171272)",T2_GP2,"{""sent_id"": ""a931"", ""start"": ""6846.67"", ""end"": ""6850.91"", ""text"": ""i meine d(a)sch doch genau plastik wo i sechs wuche (.) abbout isch""}"
7358b738-d139-4afe-986f-2cec6cc020d4,"[96783,96819)","[171292,171340)",T2_GP2,"{""sent_id"": ""a932"", ""start"": ""6851.7"", ""end"": ""6853.63"", ""text"": ""chasch scho fasch aus d\u00c3\u00bcnger bruche""}"
19aac3ec-0c87-4f04-bb45-948bea3fc2a0,"[96820,96917)","[171681,171785)",T2_GP2,"{""sent_id"": ""a933"", ""start"": ""6867.24"", ""end"": ""6871.41"", ""text"": ""me seit ja immer ja plastik isch aber relativ stabiu im verglich zu angerne so liechte stoffe aso""}"
c7305e15-e153-4fc9-b66b-9833e6c46183,"[96918,97081)","[171785,171961)",T2_GP2,"{""sent_id"": ""a934"", ""start"": ""6871.41"", ""end"": ""6878.4400000000005"", ""text"": ""i ha aso i finge e plastiksack vom migros isch nid sonderlech stabiu aso wenn me da e chli meh aus zwe schoggitafle drituet wirds scho chli kritisch mit de kantene""}"
d2908744-0539-4e4c-ad30-48fd9128294d,"[97082,97150)","[172166,172260)",T2_GP2,"{""sent_id"": ""a935"", ""start"": ""6886.66"", ""end"": ""6890.4"", ""text"": ""ja aber i meine w\u00c3\u00bck so gebrauchsplastik \u00c3\u00a4be so plastiks\u00c3\u00a4ck und so""}"
564f33be-58a4-4e7f-974a-b267809fb4b4,"[97151,97229)","[172291,172425)",T2_GP2,"{""sent_id"": ""a936"", ""start"": ""6891.639999999999"", ""end"": ""6897.02"", ""text"": ""ja ja logisch aues was mir bruche isch eigentlech e gebruchsware o houz und so""}"
15b644cf-4df1-4f70-8511-ede8cd889ef6,"[97230,97234)","[172820,172869)",T2_GP2,"{""sent_id"": ""a937"", ""start"": ""6912.82"", ""end"": ""6914.780000000001"", ""text"": ""scho""}"
acc31e7b-4b07-46b9-80c0-1caee71c3bea,"[97235,97270)","[173516,173556)",T2_GP2,"{""sent_id"": ""a938"", ""start"": ""6940.639999999999"", ""end"": ""6942.25"", ""text"": ""hei mir ja im gschicht hei mirs gha""}"
4391640c-5477-4e2b-bd28-7d67a33807f9,"[97271,97372)","[173711,173831)",T2_GP2,"{""sent_id"": ""a939"", ""start"": ""6948.4400000000005"", ""end"": ""6953.25"", ""text"": ""ja ir schwiz machts (.) i finges nume so interessant wenn sie ir schwiz irgendwie demonstriere ja ehm""}"
2381d657-ec46-4751-b7b9-195e7a1e4ce1,"[97373,97381)","[173843,173858)",T2_GP2,"{""sent_id"": ""a940"", ""start"": ""6953.75"", ""end"": ""6954.34"", ""text"": ""ke ahnig""}"
a4dc9a1a-a346-46cc-abac-2fbc36feefc1,"[97382,97469)","[173881,174009)",T2_GP2,"{""sent_id"": ""a941"", ""start"": ""6955.24"", ""end"": ""6960.38"", ""text"": ""ehm der palestinisch staat irgendwie z befreie so \u00c3\u00b6 aber was ch\u00c3\u00b6i mir vo hie us mache""}"
